rank,stress_cap,state_cap,override_scale,min_median_terminal,min_pass_rate_terminal,avg_full_terminal,avg_full_sharpe,worst_fold_maxdd,worst_stress_maxdd,full_candidate_maxdd
128,0.1,0.18,0.9,1.6658618740395226,1.0,19.176288252524778,1.027076069074695,-0.06965387172630655,-0.16644668600514145,-0.25250248283653376
129,0.16,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
130,0.18,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
131,0.2,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
132,0.24,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
133,0.3,0.16,1.1,1.6345266987830134,1.0,17.050988222185953,0.9772815464611917,-0.11120361865350092,-0.2535937046373705,-0.25314521331306183
134,0.16,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
135,0.18,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
136,0.2,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
137,0.24,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
138,0.3,0.16,1.05,1.6327076763762247,1.0,17.03488881052156,0.9790182120804903,-0.11083967770474246,-0.2535937046373705,-0.2531452133130617
139,0.16,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
140,0.18,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
141,0.2,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
142,0.24,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
143,0.3,0.16,1.0,1.6308885383301361,1.0,17.018521166503042,0.9806632570130829,-0.1104776889747977,-0.2535937046373705,-0.2531452133130623
144,0.14,0.16,1.1,1.6345266987830134,1.0,16.945731480640053,0.9895984738726238,-0.09806997020436592,-0.22549466474687874,-0.24927473519238696
145,0.14,0.16,1.05,1.6327076763762247,1.0,16.929730977916282,0.9914249791314227,-0.0977006648898383,-0.22549466474687874,-0.24927473519238696
146,0.14,0.16,1.0,1.6308885383301361,1.0,16.913463899513808,0.9931562219036101,-0.097333340652202,-0.22549466474687874,-0.24927473519238696
147,0.12,0.16,1.1,1.6345266987830134,1.0,16.83574896675275,1.0003936892493113,-0.08476560695826851,-0.19645453860621476,-0.24927473519238696
148,0.12,0.16,1.05,1.6327076763762247,1.0,16.819851841304686,1.0023031317782927,-0.08439086775767068,-0.19645453860621476,-0.24927473519238696
149,0.12,0.16,1.0,1.6308885383301361,1.0,16.803689871183842,1.0041139853973726,-0.08401813886730702,-0.19645453860621476,-0.24927473519238696
150,0.1,0.16,1.1,1.6345266987830134,1.0,16.72113090782877,1.0094580735550391,-0.07128864220928754,-0.16644668600514145,-0.24927473519238696
151,0.1,0.16,1.05,1.6327076763762247,1.0,16.705341543184833,1.0114413105806765,-0.07090839883684041,-0.16644668600514145,-0.24927473519238696
152,0.1,0.16,1.0,1.6308885383301361,1.0,16.6892891377847,1.0133230277093215,-0.07053019538738436,-0.16644668600514145,-0.24927473519238696
153,0.16,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
154,0.18,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
155,0.2,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
156,0.24,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
157,0.3,0.16,0.9,1.615540600364565,1.0,16.2923326985757,0.9857348928824526,-0.10732526058934433,-0.25071758345343553,-0.2502673639612292
158,0.14,0.16,0.9,1.615540600364565,1.0,16.211826959799293,0.9964189752299839,-0.09660464265950763,-0.22549466474687874,-0.24403111606042538
159,0.12,0.16,0.9,1.615540600364565,1.0,16.10660721593002,1.0079167230244988,-0.08327871937579168,-0.19645453860621476,-0.24403111606042538
160,0.1,0.16,0.9,1.615540600364565,1.0,15.996952695509554,1.0176092165659678,-0.0697799157239346,-0.16644668600514145,-0.24403111606042538
161,0.14,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
162,0.16,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
163,0.18,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
164,0.2,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
165,0.24,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
166,0.3,0.14,1.1,1.5441211071167438,1.0,12.19693724229121,0.9712587600283541,-0.10041706847519205,-0.22549466474687874,-0.22499831149154004
167,0.14,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
168,0.16,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
169,0.18,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
170,0.2,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
171,0.24,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
172,0.3,0.14,1.05,1.542402622981117,1.0,12.1854323480442,0.9735343545020664,-0.10004872420623978,-0.22549466474687874,-0.2249983114915396
173,0.14,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
174,0.16,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
175,0.18,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
176,0.2,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
177,0.24,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
178,0.3,0.14,1.0,1.5406840303603255,1.0,12.173735562245856,0.975698083930447,-0.09968235585881169,-0.22549466474687874,-0.2249983114915397
179,0.14,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
180,0.16,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
181,0.18,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
182,0.2,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
183,0.24,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
184,0.3,0.14,0.9,1.5372465276548946,1.0,12.149768863594975,0.9796789179496285,-0.09895555416155233,-0.22549466474687874,-0.22499831149153926
185,0.12,0.14,1.1,1.5441211071167438,1.0,12.117775213145551,0.9847653186982306,-0.087147332507295,-0.19645453860621476,-0.22144589476800203
186,0.12,0.14,1.05,1.542402622981117,1.0,12.106344650775274,0.9871691895753555,-0.08677356849505824,-0.19645453860621476,-0.22144589476800203
187,0.12,0.14,1.0,1.5406840303603255,1.0,12.094723442906401,0.9894564662964914,-0.08640180956160126,-0.19645453860621476,-0.22144589476800203
188,0.12,0.14,0.9,1.5372465276548946,1.0,12.070911621802052,0.9936692657739725,-0.08566431427038745,-0.19645453860621476,-0.22144589476800203
189,0.1,0.14,1.1,1.5441211071167438,1.0,12.035276689338314,0.9962861190098463,-0.07370544435049109,-0.16644668600514145,-0.22144589476800203
190,0.1,0.14,1.05,1.542402622981117,1.0,12.023923610745983,0.998806162393769,-0.07332619049215772,-0.16644668600514145,-0.22144589476800203
191,0.1,0.14,1.0,1.5406840303603255,1.0,12.012381185191545,1.0012053963908611,-0.07294897124828814,-0.16644668600514145,-0.22144589476800203
192,0.1,0.14,0.9,1.5372465276548946,1.0,11.988730807157324,1.005628583988178,-0.07220064405099769,-0.16644668600514145,-0.22144589476800203
193,0.12,0.12,1.1,1.458562251330929,1.0,8.704746961812011,0.9615062624348573,-0.08952401204026195,-0.19645453860621476,-0.19590744095602597
194,0.14,0.12,1.1,1.458562251330929,1.0,8.704746961812011,0.9615062624348573,-0.08952401204026195,-0.19645453860621476,-0.19590744095602597
195,0.16,0.12,1.1,1.458562251330929,1.0,8.704746961812011,0.9615062624348573,-0.08952401204026195,-0.19645453860621476,-0.19590744095602597
196,0.18,0.12,1.1,1.458562251330929,1.0,8.704746961812011,0.9615062624348573,-0.08952401204026195,-0.19645453860621476,-0.19590744095602597
197,0.2,0.12,1.1,1.458562251330929,1.0,8.704746961812011,0.9615062624348573,-0.08952401204026195,-0.19645453860621476,-0.19590744095602597
198,0.24,0.12,1.1,1.458562251330929,1.0,8.704746961812011,0.9615062624348573,-0.08952401204026195,-0.19645453860621476,-0.19590744095602597
199,0.3,0.12,1.1,1.458562251330929,1.0,8.704746961812011,0.9615062624348573,-0.08952401204026195,-0.19645453860621476,-0.19590744095602597
200,0.12,0.12,1.05,1.456938910461202,1.0,8.696544221448638,0.9645641424026579,-0.08915122115031515,-0.19645453860621476,-0.19590744095602597
201,0.14,0.12,1.05,1.456938910461202,1.0,8.696544221448638,0.9645641424026579,-0.08915122115031515,-0.19645453860621476,-0.19590744095602597
202,0.16,0.12,1.05,1.456938910461202,1.0,8.696544221448638,0.9645641424026579,-0.08915122115031515,-0.19645453860621476,-0.19590744095602597
203,0.18,0.12,1.05,1.456938910461202,1.0,8.696544221448638,0.9645641424026579,-0.08915122115031515,-0.19645453860621476,-0.19590744095602597
204,0.2,0.12,1.05,1.456938910461202,1.0,8.696544221448638,0.9645641424026579,-0.08915122115031515,-0.19645453860621476,-0.19590744095602597
205,0.24,0.12,1.05,1.456938910461202,1.0,8.696544221448638,0.9645641424026579,-0.08915122115031515,-0.19645453860621476,-0.19590744095602597
206,0.3,0.12,1.05,1.456938910461202,1.0,8.696544221448638,0.9645641424026579,-0.08915122115031515,-0.19645453860621476,-0.19590744095602597
207,0.12,0.12,1.0,1.4553154678556663,1.0,8.68820451765357,0.9674848536560556,-0.08878043011877779,-0.19645453860621476,-0.1959074409560254
208,0.14,0.12,1.0,1.4553154678556663,1.0,8.68820451765357,0.9674848536560556,-0.08878043011877779,-0.19645453860621476,-0.1959074409560254
209,0.16,0.12,1.0,1.4553154678556663,1.0,8.68820451765357,0.9674848536560556,-0.08878043011877779,-0.19645453860621476,-0.1959074409560254
210,0.18,0.12,1.0,1.4553154678556663,1.0,8.68820451765357,0.9674848536560556,-0.08878043011877779,-0.19645453860621476,-0.1959074409560254
211,0.2,0.12,1.0,1.4553154678556663,1.0,8.68820451765357,0.9674848536560556,-0.08878043011877779,-0.19645453860621476,-0.1959074409560254
212,0.24,0.12,1.0,1.4553154678556663,1.0,8.68820451765357,0.9674848536560556,-0.08878043011877779,-0.19645453860621476,-0.1959074409560254
213,0.3,0.12,1.0,1.4553154678556663,1.0,8.68820451765357,0.9674848536560556,-0.08878043011877779,-0.19645453860621476,-0.1959074409560254
214,0.12,0.12,0.9,1.4520682849756317,1.0,8.671116036417157,0.9728960695165891,-0.08804485495117864,-0.19645453860621476,-0.1959074409560264
215,0.14,0.12,0.9,1.4520682849756317,1.0,8.671116036417157,0.9728960695165891,-0.08804485495117864,-0.19645453860621476,-0.1959074409560264
216,0.16,0.12,0.9,1.4520682849756317,1.0,8.671116036417157,0.9728960695165891,-0.08804485495117864,-0.19645453860621476,-0.1959074409560264
217,0.18,0.12,0.9,1.4520682849756317,1.0,8.671116036417157,0.9728960695165891,-0.08804485495117864,-0.19645453860621476,-0.1959074409560264
218,0.2,0.12,0.9,1.4520682849756317,1.0,8.671116036417157,0.9728960695165891,-0.08804485495117864,-0.19645453860621476,-0.1959074409560264
219,0.24,0.12,0.9,1.4520682849756317,1.0,8.671116036417157,0.9728960695165891,-0.08804485495117864,-0.19645453860621476,-0.1959074409560264
220,0.3,0.12,0.9,1.4520682849756317,1.0,8.671116036417157,0.9728960695165891,-0.08804485495117864,-0.19645453860621476,-0.1959074409560264
221,0.1,0.12,1.1,1.458562251330929,1.0,8.64548416866719,0.9763101425070644,-0.0761171261444008,-0.16644668600514145,-0.19271440182175092
222,0.1,0.12,1.05,1.456938910461202,1.0,8.637337031930882,0.9795573108404412,-0.07573885970375305,-0.16644668600514145,-0.19271440182175092
223,0.1,0.12,1.0,1.4553154678556663,1.0,8.629053864661937,0.982661303042747,-0.07536262258028648,-0.16644668600514145,-0.19271440182175092
224,0.1,0.12,0.9,1.4520682849756317,1.0,8.61208124285281,0.9884192991342697,-0.07461624371257025,-0.16644668600514145,-0.19271440182175092
225,0.1,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
226,0.12,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
227,0.14,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
228,0.16,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
229,0.18,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
230,0.2,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
231,0.24,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
232,0.3,0.1,1.1,1.3775990066228951,1.0,6.198179938890472,0.9450135200449792,-0.07862457474184847,-0.16644668600514145,-0.16584583004450837
233,0.1,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
234,0.12,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
235,0.14,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
236,0.16,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
237,0.18,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
238,0.2,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
239,0.24,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
240,0.3,0.1,1.05,1.3760656943465281,1.0,6.192344983402099,0.9492417879902895,-0.07824733492879876,-0.16644668600514145,-0.16584583004450804
241,0.1,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
242,0.12,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
243,0.14,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
244,0.16,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
245,0.18,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
246,0.2,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
247,0.24,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
248,0.3,0.1,1.0,1.3745322866997887,1.0,6.186412493915912,0.9533039680099463,-0.07787211892529666,-0.16644668600514145,-0.16584583004450815
249,0.1,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
250,0.12,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
251,0.14,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
252,0.16,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
253,0.18,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
254,0.2,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
255,0.24,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
256,0.3,0.1,0.9,1.3714651924054069,1.0,6.174256205397862,0.9608966928024639,-0.07712776575444946,-0.16644668600514145,-0.1658458300445088
